Title;Subtitle;Image;Standart Price;Discount Price;Discount;Messaning
Nike Yoga Dri-FIT;Big Kids' (Girls') Leggings;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/c4e80ecc-73b3-4588-9f99-23328a8b984a/yoga-dri-fit-big-kids-girls-leggings-rmTQcK.png;$40;$19.97;50%;Sustainable Materials
Nike Dri-FIT Ultra Stretch Micro;Men's Long Boxer Brief (3-Pack);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/d2ed9b34-bccc-4be1-ac9c-910dc7a85b07/dri-fit-ultra-stretch-micro-mens-long-boxer-brief-3-pack-8JKG9d.png;$47.50;$35.97;24%;Sustainable Materials
Nike Sportswear Windrunner;Men's Hooded Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/2f949624-8215-4b9b-b0e6-e9df5a9f83e5/sportswear-windrunner-mens-hooded-jacket-5hK13x.png;$100;$75.97;24%;Best Seller
Nike;Men's Dri-FIT Fleece Fitness Pullover;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9f91b6ac-2c15-4444-a61c-73ae0a0f95ab/mens-dri-fit-fleece-fitness-pullover-ckhvwf.png;$95;$80.97;15%;Sustainable Materials
Nike College (Oregon);Men's Long-Sleeve Crew Neck T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f8c5cb18-3e19-44f0-82ef-e1dfa57fda7d/oregon-mens-long-sleeve-crew-neck-t-shirt-4WvVWW.png;$42;$28.97;31%;
Nike Air Winterized;Big Kids' Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/22808ceb-54af-4b77-b76b-a55d77a8bd1d/air-winterized-big-kids-pants-VJjwMF.png;$80;$64.97;19%;
Nike Sportswear;Men's Tank;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/2f412577-f828-476b-a9d7-2b1fe6be5341/sportswear-mens-tank-J8w4Fw.png;$25;$15.97;36%;
Nike College (Clemson);Men's Graphic T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/155d248e-4b7e-4e22-83ba-c6b5a02dfbd6/clemson-mens-graphic-t-shirt-Skf9vw.png;$35;$24.97;29%;
Nike Pro 365;Women's High-Waisted 7/8 Mesh Panel Leggings;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/ac94782a-cb47-4938-835e-14ba5be4156d/pro-365-womens-high-waisted-7-8-mesh-panel-leggings-tjR7QX.png;$50;$40.97;18%;Sustainable Materials
Nike Sportswear;Little Kids' Leggings;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/5022634e-67d6-42a0-9b1a-4f25677c7229/sportswear-little-kids-leggings-Qh9WS4.png;$25;$21.97;12%;
Nike Icon Clash Long Sleeve Tee;Toddler T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/62507871-c5ee-447e-910f-878cf62b260f/icon-clash-long-sleeve-tee-toddler-t-shirt-6Pjs32.png;$28;$18.97;32%;
Jordan Sport;Women's Cropped Pullover;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/02c15175-6a2c-49bc-ab13-79f2d89a5276/jordan-sport-womens-cropped-pullover-SPmwKx.png;$75;$60.97;19%;
Nike College Club Fleece (Norfolk State);Men's Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/27ec7b19-a81d-47e3-80b0-c6f1c59c793d/club-fleece-norfolk-state-mens-hoodie-kM8hjW.png;$65;$55.97;14%;
Nike Sportswear Club Marble Fleece Pullover Hoodie;Toddler Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/ffdac8dd-d683-4780-872d-6921d52b9b23/sportswear-club-marble-fleece-pullover-hoodie-toddler-hoodie-VrmlpK.png;$48;$33.97;29%;
Nike One;"Women's Dri-FIT Fitness High-Waisted 3"" 2-in-1 Shorts";https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a0293382-4be4-4b65-8e3a-481ba7a2cc07/one-womens-dri-fit-fitness-high-waisted-3-2-in-1-shorts-BW8GCl.png;$48;$38.97;19%;Sustainable Materials
Nike Yoga Luxe;Women's Infinalon Cropped Tank (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/fa969eba-555f-4739-b127-6bda9c9cbf86/yoga-luxe-womens-infinalon-cropped-tank-plus-size-mGw4nG.png;$50;$28.97;42%;
Nike Winter Warrior;Men's Dri-FIT Global Football Snood;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/2b8bf925-f267-4918-ae25-fb5537a55f5e/winter-warrior-mens-dri-fit-global-football-snood-MNVcb0.png;$20;$17.97;10%;Sustainable Materials
Nike Sportswear;Baby (12-24M) T-Shirt and Shorts Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/c41bfc24-9fb4-4f14-8f84-ff3fde36aa33/sportswear-baby-12-24m-t-shirt-and-shorts-set-NDJ6xP.png;$38;$32.97;13%;
Nike Therma-FIT Icon Clash;Big Kids' (Girls') Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e012988b-a39f-436c-a658-ea3998bc0144/therma-fit-icon-clash-big-kids-girls-top-9SpjrP.png;$55;$35.97;35%;
Nike Sportswear;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f137b666-9e77-4c1a-8df7-dbbbe881de81/sportswear-mens-t-shirt-vrXSWk.png;$40;$26.97;33%;
Nike Sportswear Phoenix Fleece;Women's Oversized Long Full-Zip Hoodie (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0ffd00d7-d4f6-4c9d-a59f-3d22183d9f37/sportswear-phoenix-fleece-womens-oversized-long-full-zip-hoodie-plus-size-9PV4bK.png;$90;$61.97;31%;
Nike Swoosh;Women's Medium-Support Asymmetrical Non-Padded Sports Bra;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/70225520-ef14-4c93-8459-b80d6cad9250/swoosh-womens-medium-support-asymmetrical-non-padded-sports-bra-gNm4Qv.png;$52;$33.97;35%;Sustainable Materials
Nike Sportswear;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/997c4bc4-9b9c-42a0-b672-313fa4d3b777/sportswear-mens-t-shirt-HTmkmf.png;$30;$24.97;17%;
Nike Dri-FIT Victory;Men's Striped Golf Polo;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/65f7c363-e18d-4972-9e72-8ca4dddc6285/dri-fit-victory-mens-striped-golf-polo-m4nDHs.png;$58;$46.97;19%;Sustainable Materials
Nike Sportswear Club Fleece;Women's Mid-Rise Monogram Pants (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a415441a-e1d5-45ad-88f0-f5af1a5b8690/sportswear-club-fleece-womens-mid-rise-monogram-pants-plus-size-WF49fq.png;$60;$34.97;42%;
Jordan College Dri-FIT Spotlight (UNC);Men's Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a549379c-7f93-430d-8790-c0fa12cba30e/jordandri-fit-spotlight-unc-mens-hoodie-4khRxL.png;$70;$53.97;23%;
Nike Sportswear Icon Fleece;Big Kids' Oversized Pullover Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/8b988d58-95e3-4fb7-bdcf-6eb4e2821a72/sportswear-icon-fleece-big-kids-oversized-pullover-hoodie-5zLCll.png;$58;$46.97;19%;Sustainable Materials
Nike Yoga Luxe;Women's Pullover Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/5862d29d-4303-4cfb-bfd8-3299b74f7b1c/yoga-luxe-womens-pullover-hoodie-lTTCRL.png;$130;$99.97;23%;Sustainable Materials
Nike Pro;Women's High-Waisted 7/8 Training Leggings with Pockets;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/3be9d6c7-4251-4b50-b84c-e2e60762f77e/pro-womens-high-waisted-7-8-training-leggings-with-pockets-W5zwLf.png;$70;$56.97;19%;Sustainable Materials
Nike Sportswear Style Essentials;Men's Lined M65 Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/abde79b8-7b3a-43fb-b951-41d3ba2d7fd3/sportswear-style-essentials-mens-lined-m65-jacket-PmQ4hT.png;$200;$98.97;51%;
Nike Sportswear Icon Clash;Women's Woven Allover Print Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b8869732-a6bf-4f2b-bf66-fce47df88407/sportswear-icon-clash-womens-woven-allover-print-jacket-6TV7BB.png;$125;$71.97;42%;
Nike Dri-FIT Victory;Men's Golf Polo;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1ff2b547-d51b-4fa8-8de2-cfe711156dce/dri-fit-victory-mens-golf-polo-qw5cR6.png;$58;$46.97;19%;Sustainable Materials
Nike Sportswear;Women's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/bfb04a77-57a3-4b30-abe9-94e9d34a361e/sportswear-womens-t-shirt-DJjHLf.png;$30;$25.97;13%;
Nike Dri-FIT Academy;Men's Soccer Track Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/6b90a721-cbe7-4bab-aa2e-46ff843ac3a9/dri-fit-academy-mens-soccer-track-pants-PlSxMH.png;$68;$52.97;22%;Sustainable Materials
Nike Solo Swoosh;Men's Fleece Pullover Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/60fdf586-c168-455e-b1a1-55d6b1aa68fd/solo-swoosh-mens-fleece-pullover-hoodie-qnqWb8.png;$100;$80.97;19%;Best Seller
NikeCourt Dri-FIT ADV Rafa;Men's Short-Sleeve Tennis Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/8fdc6fbe-e738-452c-8fa0-7c155c2f6b87/nikecourt-dri-fit-adv-rafa-mens-short-sleeve-tennis-top-kzN8lV.png;$105;$89.97;14%;Sustainable Materials
Nike Dri-FIT ADV A.P.S.;Men's Woven Fitness Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/3d7d6eb3-1deb-476e-820f-77bfc5f0bf09/dri-fit-adv-aps-mens-woven-fitness-pants-ZjGkZh.png;$125;$69.97;44%;Sustainable Materials
Nike Dri-FIT Run Division Tempo Luxe;Women's Running Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/fbff38bf-5eca-400a-ab36-9e0902376717/dri-fit-run-division-tempo-luxe-womens-running-shorts-WkFVjj.png;$52;$32.97;37%;Sustainable Materials
Nike Dri-FIT UV Victory;Women's Full-Zip Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/7f7f4891-873e-40c0-8bfb-46367645be0f/dri-fit-uv-victory-womens-full-zip-top-J4RqRH.png;$90;$72.97;19%;
Nike Sportswear Gym Vintage;Women's Full-Zip Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/32230590-1b72-402f-951a-7dcb2e5f4dff/sportswear-gym-vintage-womens-full-zip-hoodie-3FC8Xj.png;$65;$50.97;22%;Sustainable Materials
Nike Yoga Dri-FIT;Big Kids' (Girls') Pullover Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/6518f7b0-4807-4b9b-b73a-a5d6d7605cdc/yoga-dri-fit-big-kids-girls-pullover-top-THnWgr.png;$52;$35.97;31%;Sustainable Materials
Jordan Air;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0abd1734-cbb4-44e7-a3a4-53d65b23b0b6/jordan-air-mens-t-shirt-5LpNh6.png;$35;$26.97;23%;
Nike College Club Fleece (Florida);Men's Sweatshirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/6f2b5ec0-892b-498c-b929-1c36d0656a4a/club-fleece-florida-mens-sweatshirt-FWrczL.png;$68;$41.97;38%;
Nike Sportswear;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0bc02cac-5424-45c9-859f-4b9c49586a6c/sportswear-mens-t-shirt-vnDMdX.png;$35;$22.97;34%;
Texas;Men's Nike College Long-Sleeve T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/fee22faa-5112-471f-83fd-c4af85ec3f39/texas-menslong-sleeve-t-shirt-m4Bts0.png;$40;$27.97;30%;
Nike Sportswear Club Fleece;Women's Crew-Neck Sweatshirt (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/4ade538a-c7c7-4c57-b72b-89476147812f/sportswear-club-fleece-womens-crew-neck-sweatshirt-plus-size-DtqkgP.png;$55;$44.97;18%;
Luka;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/bc05edc2-ba14-458a-b52f-faecac64f582/luka-mens-t-shirt-Rsnnfc.png;$35;$29.97;14%;
Stanford;Men's Nike College Joggers;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1f673b30-d814-4cce-86a6-752b5487c953/stanford-mensjoggers-Rrm0TQ.png;$62;$48.97;21%;
Breanna Stewart Storm Explorer Edition;Nike Dri-FIT WNBA Victory Jersey;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/d82e7a30-a6ea-4711-bd7e-04c8ac450812/breanna-stewart-storm-explorer-edition-dri-fit-wnba-victory-jersey-c9nVQg.png;$100;$56.97;43%;Sustainable Materials
Nike Yoga;Women's High-Waisted 7/8 Leggings (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/133ba4bf-ec57-4fda-a1db-a4485a4ed4e8/yoga-womens-high-waisted-7-8-leggings-plus-size-ZPhD6b.png;$62;$43.97;29%;Sustainable Materials
Nike Sportswear;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/77769d9f-55e1-426a-9899-23904cf5bd4a/sportswear-mens-t-shirt-WKpMmX.png;$30;$17.97;40%;
Nike Sportswear Essential;Women's Ribbed Dress (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f23acece-3223-4487-bcd9-e9c8f7e72e8f/sportswear-essential-womens-ribbed-dress-plus-size-T781Mc.png;$58;$46.97;19%;
Nike College (Alabama);Men's Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/d148d7b9-4936-4e89-84b6-e32be3f588cc/alabama-mens-jacket-srln9Q.png;$110;$82.97;25%;
Nike Sportswear;Women’s Woven Sports Utility Cargo Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/64e13023-b052-4131-9c1c-8cfb719f7332/sportswear-womens-woven-sports-utility-cargo-pants-2PLTFR.png;$80;$49.97;38%;
Nike;Toddler Air Crew Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/3b0cbaa8-6a81-4480-a356-d3d1e73fdc8d/toddler-air-crew-set-fPB2v2.png;$85;$51.97;39%;
Nike Sportswear;Men's Fleece Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/64a6a67f-7b11-475d-b78a-5d1d3290a546/sportswear-mens-fleece-shorts-GPCN4W.png;$60;$34.97;42%;Sustainable Materials
Jordan;Toddler MVP Blocked Fleece Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/323e2e42-3a30-41c0-ae27-4f2c5a389b38/jordan-toddler-mvp-blocked-fleece-set-GcGvWk.png;$60;$33.97;43%;
Nike Club Fleece+;Men's Pullover Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e79c3180-1c0c-46be-8751-e2fd9dbf7905/club-fleece-mens-pullover-hoodie-lFMVwj.png;$70;$59.97;14%;
Nike Sportswear Plush;Women's Printed Faux Fur Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9b8a8cf5-c1d3-476b-8d49-e0eb49879200/sportswear-plush-womens-printed-faux-fur-jacket-3qFt7X.png;$185;$142.97;23%;
Nike Club Skirt;Women's Short Tennis Skirt (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/75b883b1-6224-4ad2-bb5e-ae4f03d48a7c/club-skirt-womens-short-tennis-skirt-plus-size-NNLvH8.png;$75;$42.97;43%;Sustainable Materials
Nike;Toddler T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/i1-9c475812-7062-4f35-aba3-88ef04922238/toddler-t-shirt-xK6fMP.png;$18;$10.97;39%;
Ohio State;Men's Nike College Long-Sleeve T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/103b3fe6-5ee1-40c4-8515-116415373d75/ohio-state-menslong-sleeve-t-shirt-N88JGj.png;$40;$27.97;30%;
Nike Futura Printed Long Sleeve Tee;Toddler T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/2879f166-f993-4c53-bb6d-5a219f2c1dc3/futura-printed-long-sleeve-tee-toddler-t-shirt-JGcTDC.png;$24;$19.97;17%;
Nike Dri-FIT;Men's Basketball Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/06607e80-f479-4b31-8a9c-a7ac112fc971/dri-fit-mens-basketball-shorts-MXRXxR.png;$35;$28.97;17%;Sold Out
Nike Dri-FIT ADV Aura;Women's Slim-Fit Tank;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e4733db8-65a1-4c49-a217-fb7c43b4350a/dri-fit-adv-aura-womens-slim-fit-tank-1FTF49.png;$60;$35.97;40%;Sustainable Materials
Nike Sportswear Premium Essentials;Men's Long-Sleeve Pocket T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/4cb53d8f-95ea-4ef6-b6e4-17b411085c34/sportswear-premium-essentials-mens-long-sleeve-pocket-t-shirt-r0sMVl.png;$50;$29.97;40%;Sustainable Materials
Jordan Sport;Women's Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/333ff6e9-7d5a-457a-84f5-9f25086e4375/jordan-sport-womens-shorts-NlSkT2.png;$55;$41.97;24%;
Nike College (North Carolina Central);Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/5e88c2b9-7949-41eb-b19e-e1053f8939ea/north-carolina-central-mens-t-shirt-30TBXB.png;$30;$24.97;17%;
Nike ACG Therma-FIT;Big Kids' Full-Zip Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/951af453-1908-40e3-b130-5e5406c00b44/acg-therma-fit-big-kids-full-zip-jacket-fmrC64.png;$100;$85.97;14%;Sustainable Materials
Nike Dri-FIT;Men's Fitness T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/22d9a3f8-593f-4cdd-959c-4d4eb7f8cfee/dri-fit-mens-fitness-t-shirt-ctNdvz.png;$35;$29.97;14%;Sustainable Materials
Nike Sportswear;Washed Jersey Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/6d43430c-8567-4cf7-a37e-f69746dc9025/sportswear-washed-jersey-hoodie-zp4S51.png;$75;$44.97;40%;
Nike Dri-FIT Multi+;Big Kids' (Boys') Training Shorts (Extended Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b5c67134-904d-4ef5-932d-e0756216c070/dri-fit-multi-big-kids-boys-training-shorts-extended-size-t6Rmc7.png;$35;$26.97;23%;Sustainable Materials
Jordan Gym 23 Blocked French Terry Shorts;Big Kids' Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b33c059a-184a-40c6-a45f-107ccbd41c67/jordan-gym-23-blocked-french-terry-shorts-big-kids-shorts-Glzj2s.png;$45;$33.97;25%;
Nike Icon Clash Leggings;Little Kids' Leggings;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/62a0659f-5da9-4ad1-a7a0-bb097081e9f8/icon-clash-leggings-little-kids-leggings-djftKF.png;$32;$22.97;28%;
Nike Sportswear Club Fleece Icon Clash;Big Kids' (Girls') Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/c9224476-9c38-44d5-b727-d5c27b9417f4/sportswear-club-fleece-icon-clash-big-kids-girls-pants-fK7ZP1.png;$45;$21.97;51%;Sustainable Materials
Nike Sportswear;Men's Max90 T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/ba2aec98-1dd9-453a-be71-ad234b14625e/sportswear-mens-max90-t-shirt-JjKHZX.png;$55;$35.97;35%;
Nike College (Duke);Women's Cropped Long-Sleeve T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/2c14ab43-912f-4671-b080-b4ab874d9804/duke-womens-cropped-long-sleeve-t-shirt-dvSvhh.png;$40;$26.97;33%;
Jordan;Big Kids' Dress;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f120fd0f-25a7-42c4-973e-4027e67f1c91/jordan-big-kids-dress-X8DSsw.png;$40;$28.97;28%;
Jordan Dunk on Mars Tee;Little Kids' T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/66af7ba3-683c-47b0-ab0a-66bd7cba34ac/jordan-dunk-on-mars-tee-little-kids-t-shirt-Cr8BQF.png;$22;$17.97;18%;
Nike Pro Dri-FIT;Men's Short-Sleeve Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b812c43b-a6bf-4bea-8d8a-023512764b28/pro-dri-fit-mens-short-sleeve-top-N0txbH.png;$35;$28.97;17%;Sustainable Materials
Nike Sportswear Club;Big Kids' (Girls') French Terry Cropped Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0084c1d8-cc82-4d0a-9bb9-60621a15ee08/sportswear-club-big-kids-girls-french-terry-cropped-hoodie-0Vjv8Z.png;$50;$42.97;14%;
Nike Sportswear Everyday Modern;Women's High-Waisted Joggers;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/971400f5-c6ed-4c75-a54d-2d8fc25ae4fb/sportswear-everyday-modern-womens-high-waisted-joggers-wF1wv9.png;$75;$29.97;60%;
Giannis Nike;Men's Premium Basketball T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/4b8a2b30-f660-4498-985f-f2d133297640/giannis-mens-premium-basketball-t-shirt-kbXSHj.png;$40;$23.97;40%;
Nike Sportswear;Big Kids' (Boys') Woven Shorts (Extended Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1fa47f3d-cf60-49cc-9a65-e064ff1408e0/sportswear-big-kids-boys-woven-shorts-extended-size-FLC7h9.png;$45;$22.97;49%;
FC Barcelona;Women's Pre-Match Short-Sleeve Soccer Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/6da600c4-8e53-4f87-afac-b7b8520d85df/fc-barcelona-womens-pre-match-short-sleeve-soccer-top-FtDbrF.png;$65;$55.97;14%;
Nike Dri-FIT Standard Issue;Men's Pullover Basketball Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1679621b-bbb8-4a4f-8821-8b8ea9c11104/dri-fit-standard-issue-mens-pullover-basketball-hoodie-FJM8MQ.png;$90;$51.97;42%;
FC Barcelona Vintage;Women's Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e2bbe67f-a440-45af-985f-bfdabe4afad8/fc-barcelona-vintage-womens-hoodie-KkRXfn.png;$75;$63.97;15%;Sold Out
Nike Sportswear;Women's Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1f81ddd3-d8e5-4c47-9e60-31a214498064/sportswear-womens-top-c8XLJw.png;$75;$36.97;51%;
Nike Sportswear Favorites;Big Kids' (Girls') Graphic High-Waisted Leggings (Extended Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/be4d96f6-bd16-48bd-aecc-9220ed4f9223/sportswear-favorites-big-kids-girls-graphic-high-waisted-leggings-extended-size-BpxHQL.png;$35;$22.97;34%;
Nike;Baby (12-24M) Tank and Shorts Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/bf2540b9-8f71-4679-bef8-ffdb0ad3827d/baby-12-24m-tank-and-shorts-set-P9p54q.png;$34;$26.97;21%;
Nike Dri-FIT UV Miler Run Division;Men's Short-Sleeve Graphic Running Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/6b0a8986-5cb0-4405-97f6-b39c79ad2efd/dri-fit-uv-miler-run-division-mens-short-sleeve-graphic-running-top-nRnZ8l.png;$45;$31.97;29%;Sustainable Materials
Nike Sportswear Everyday Modern;Women's Fleece Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0fe75099-89bf-4910-9fa1-11b394ebeee0/sportswear-everyday-modern-womens-fleece-hoodie-DKbPG9.png;$80;$68.97;14%;
Nike Yoga Dri-FIT;Men's Full-Zip Fleece Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/ada7dd02-63a4-4ba0-b038-53b6f664cac9/yoga-dri-fit-mens-full-zip-fleece-hoodie-0WH3GD.png;$100;$85.97;14%;Sustainable Materials
Nike Windrunner;Men's Woven Lined Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1141e4a8-e9db-4ecb-9b18-ee213cd08e23/windrunner-mens-woven-lined-pants-bgz7fD.png;$95;$61.97;35%;Sustainable Materials
Nike Swoosh;Women's Medium-Support Padded Sports Bra;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/357bdb9e-96a0-400a-8c25-e1e5bea17067/swoosh-womens-medium-support-padded-sports-bra-W42hb0.png;$50;$32.97;34%;Sustainable Materials
Nike;"Men's Premium 6"" Basketball Shorts";https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/51283d39-1cf4-4185-a83c-0acd1ee087d7/mens-premium-6-basketball-shorts-5tjdKp.png;$90;$53.97;40%;
Nike Yoga Therma-FIT Luxe;Women's Jacquard Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/881f6291-d24f-4f20-9fc4-4b9754200986/yoga-therma-fit-luxe-womens-jacquard-top-zqJx9k.png;$140;$72.97;48%;Sustainable Materials
Jordan;Little Kids' Pullover Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f0bd93e5-2219-4a16-91ba-2161f4deaeb4/jordan-little-kids-pullover-hoodie-QQkLGV.png;$40;$26.97;33%;
Nike Sportswear Phoenix Fleece;Women's High-Waisted Sweatpants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a785d38d-8691-42c6-8027-700399b2d0c8/sportswear-phoenix-fleece-womens-high-waisted-sweatpants-QdlF2V.png;$80;$56.97;29%;
Jordan Children's Day Bike Shorts;Little Kids' Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/aac5b213-5cf5-4def-beb9-b13d27d6b8ba/jordan-childrens-day-bike-shorts-little-kids-shorts-vG0dgd.png;$22;$16.97;23%;
Nike Air;Big Kids' Woven Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a1c0dd69-dc35-449c-8317-cf474f131252/air-big-kids-woven-shorts-Z9bl41.png;$48;$36.97;23%;Sustainable Materials
Nike Dri-FIT Elite;Big Kids' (Boys') Basketball Shorts (Extended Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/83bfc817-8de0-48d6-ac56-fac285585680/dri-fit-elite-big-kids-boys-basketball-shorts-extended-size-bs8Gmq.png;$35;$24.97;29%;
