Title;Subtitle;Image;Standart Price;Discount Price;Discount;Messaning
Nike College Dri-FIT (UCLA);Men's Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/c560aa5c-e817-4ded-bd91-776634704545/dri-fit-ucla-mens-shorts-fz018H.png;$48;$32.97;31%;
Nike Swoosh (M);Women's Medium-Support Padded Sports Bra (Maternity);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/52857a6f-4c09-486d-ab71-7c49e89a9abc/swoosh-m-womens-medium-support-padded-sports-bra-maternity-vb2xRc.png;$55;$25.97;53%;
Nike Sportswear;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/da27612f-54e5-4d90-92ca-80196c108e7a/sportswear-mens-t-shirt-GCqWRm.png;$45;$29.97;33%;Sustainable Materials
Nike Dri-FIT Standard Issue;Women's Pullover Basketball Hoodie (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/757f317a-67f6-452b-b501-b79e877ff82e/dri-fit-standard-issue-womens-pullover-basketball-hoodie-plus-size-64wnZB.png;$125;$69.97;44%;Sustainable Materials
Nike Sportswear Sport Essentials;Men's Woven Lined Flow Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a56c455e-0da8-45b2-9b3c-3e99fac9b38b/sportswear-sport-essentials-mens-woven-lined-flow-shorts-5nvp4d.png;$50;$40.97;18%;Best Seller
NikeCourt Dri-FIT Advantage;Men's Half-Zip Tennis Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/64bc8357-f149-4d83-8aae-f9cb30b945ca/nikecourt-dri-fit-advantage-mens-half-zip-tennis-top-p4Dssh.png;$75;$60.97;19%;Sustainable Materials
Nike Dri-FIT Performance;Big Kids' (Boys') Printed Training Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9ee0a21d-b8e2-414b-bc4f-44760fbd021c/dri-fit-performance-big-kids-boys-printed-training-top-2jGlhl.png;$35;$17.97;49%;
Nike Dri-FIT DNA;Men's Basketball Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/766522d9-da9e-4861-9e0f-0bfef44873dd/dri-fit-dna-mens-basketball-shorts-FL74Td.png;$45;$38.97;13%;Sustainable Materials
Nike College Club Fleece (LSU);Men's Sweatshirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f5a43a39-ea8f-46d0-b8ae-c4c1edce21ea/club-fleece-lsu-mens-sweatshirt-DPWl1Q.png;$55;$42.97;22%;
Jordan Wall of Flight Tee;Toddler T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/915aa47f-762f-4ce4-810b-6677d4f8ba49/jordan-wall-of-flight-tee-toddler-t-shirt-10NzbL.png;$25;$18.97;24%;
Nike ACG Dri-FIT One;Big Kids' (Girls') Leggings;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/27f63c85-0a24-47c8-8971-79b6faa02e3f/acg-dri-fit-one-big-kids-girls-leggings-csNq2q.png;$48;$24.97;48%;Sustainable Materials
Jordan Dri-FIT Sport BC;Men's Diamond Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1022a558-ba69-4ea5-9e3e-a28574943053/jordan-dri-fit-sport-bc-mens-diamond-shorts-DdLk9r.png;$44;$33.97;23%;Sustainable Materials
Nike Sportswear;Women's Washed Jersey Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e68fb7b7-b72c-45c2-aba8-2560ab58e679/sportswear-womens-washed-jersey-shorts-GJKgjq.png;$55;$38.97;29%;
Nike College (Oregon);Men's Max90 T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a0e90467-181c-4604-b8c7-dd3998ae1a87/oregon-mens-max90-t-shirt-ngZvfL.png;$35;$24.97;29%;
Jordan Air;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/aa74a379-39c6-43a0-9771-8425cab0da4d/jordan-air-mens-t-shirt-CGl4W0.png;$40;$30.97;23%;
Jordan Artist Series by Mia Lee;Women's Brooklyn Fleece Crew-Neck Sweatshirt (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/bb272495-2f05-4d2d-82b5-de5cbfd21383/jordan-artist-series-by-mia-lee-womens-brooklyn-fleece-crew-neck-sweatshirt-plus-size-p6hVCw.png;$80;$49.97;38%;
Nike Pro Dri-FIT;Men's Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/df9cf25d-6a1e-4b78-afdf-fb43a806d8d8/pro-dri-fit-mens-shorts-m2ZgQg.png;$25;$18.97;24%;Sustainable Materials
Nike Rise 365;Men's Dri-FIT Running Tank;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1f67ba06-fd3b-4723-87be-b574b360f788/rise-365-mens-dri-fit-running-tank-khD7Mv.png;$55;$44.97;18%;Sustainable Materials
Nike College Club Fleece (Delaware State);Men's Sweatshirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f8e29f48-88a1-4cf5-a2ed-4c28b18fa965/club-fleece-delaware-state-mens-sweatshirt-GtGFfK.png;$60;$46.97;22%;
NikeCourt Dri-FIT Advantage;Women's Tennis Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/bc5b505b-9287-4d70-99a4-72943816be35/nikecourt-dri-fit-advantage-womens-tennis-shorts-qQm8KG.png;$65;$55.97;14%;Sustainable Materials
Nike DNA;Men's Basketball Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e7d99913-c715-4048-a980-3be36acf21aa/dna-mens-basketball-jacket-9CSbbZ.png;$120;$102.97;14%;
Jordan;Baby (12-24M) Sweatshirt and Pants Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f680c5e4-1573-4609-b9db-e1e3a777543c/jordan-baby-12-24m-sweatshirt-and-pants-set-PpXqKx.png;$50;$34.97;30%;
Nike Therma-FIT;Women's Graphic Hoodie (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/021605c8-da19-48da-8ae1-bab933909108/therma-fit-womens-graphic-hoodie-plus-size-jD1npH.png;$60;$39.97;33%;
Nike Dri-FIT One Elastika;Women's Standard Fit Tank (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e13aad33-1320-4895-b017-ed89c9c1d98e/dri-fit-one-elastika-womens-standard-fit-tank-plus-size-29GjcD.png;$35;$20.97;40%;Sustainable Materials
Nike Stride;"Men's Dri-FIT 7"" Unlined Running Shorts";https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/961e729a-1de3-4dad-a81f-80dce31cd58f/stride-mens-dri-fit-7-unlined-running-shorts-K8hhLZ.png;$52;$30.97;40%;Sustainable Materials
Nike Club+;Men's Full-Zip Woven Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/739620f3-fd77-422b-a334-564181a914fd/club-mens-full-zip-woven-jacket-Fh403t.png;$95;$76.97;19%;
Nike Dri-FIT;Women's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/07f4fd6b-c803-4186-843f-9297e182cfb4/dri-fit-womens-t-shirt-PDStdZ.png;$30;$24.97;17%;Sustainable Materials
Nike Dri-FIT;Men's Basketball T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/81f2577c-891a-4926-aa88-d81c50c3698d/dri-fit-mens-basketball-t-shirt-3VDSq9.png;$35;$24.97;29%;
Nike Dri-FIT Swoosh Luxe;Big Kids' (Girls') Sports Bra;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0c7c36af-38fd-41cf-a191-ac6def73bc6a/dri-fit-swoosh-luxe-big-kids-girls-sports-bra-cvt6ck.png;$25;$20.97;16%;Sustainable Materials
Nike Life Therma-FIT;Men's Puffer Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/84532a64-3fcb-439e-91cc-dcda5a3bd144/life-therma-fit-mens-puffer-jacket-dt05Gx.png;$350;$173.97;50%;Sustainable Materials
Nike Sportswear;Big Kids' T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/748d0e98-2823-4257-8c0b-0db925491667/sportswear-big-kids-t-shirt-NRl4Kj.png;$20;$14.97;25%;
Jordan College Dri-FIT Spotlight (Florida);Men's Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b6f3b3f1-ccda-45ce-9d67-c2affa8c5f73/jordandri-fit-spotlight-florida-mens-hoodie-gq8Pd7.png;$70;$45.97;34%;
USC;Men's Nike College Mesh Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/42ae5a24-e50c-4d4a-8c72-8187bfbf38ca/usc-mensmesh-shorts-FtB0pP.png;$45;$36.97;18%;
Nike Sportswear Icon Fleece;Big Kids' Loose Joggers;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f44d5125-26f0-45c6-a345-fd1fe79f2823/sportswear-icon-fleece-big-kids-loose-joggers-CjJS4F.png;$52;$40.97;21%;Sustainable Materials
Nike Therma-FIT Repel Challenger;Men's Running Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1e6648f6-563a-4818-a9a1-c70aa2a49df8/therma-fit-repel-challenger-mens-running-pants-cxjnfk.png;$85;$72.97;14%;Sustainable Materials
Jordan Playground Fleece Pants Set;Toddler Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/99aa8093-7b33-4d84-8737-2540871729ad/jordan-playground-fleece-pants-set-toddler-set-w9gl9v.png;$50;$37.97;24%;
Nike Sportswear;Big Kids' (Boys') Full-Zip Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1e4900dd-ed80-4021-a01f-47bad3a74a28/sportswear-big-kids-boys-full-zip-hoodie-hrzcZQ.png;$58;$23.97;59%;
Nike Sportswear;Big Kids' Tracksuit;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f33521ec-347d-48ac-b3c8-0a1752f8c374/sportswear-big-kids-tracksuit-Qf0f41.png;$50;$42.97;14%;Sustainable Materials
Nike College (Delaware State);Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/7dd0f97e-d85f-4595-bed1-40adbb744e39/delaware-state-mens-t-shirt-th9xjl.png;$35;$20.97;40%;
Nike ACG Therma-FIT;Fleece Crew;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/31c32403-54da-4911-ad3e-b9cc4107ff90/acg-therma-fit-fleece-crew-Ckxhvf.png;$105;$89.97;14%;Sustainable Materials
Nike Dri-FIT ADV Aura;Women's Slim-Fit Short-Sleeve Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b01936a4-ba07-4863-8527-608c77e5b40c/dri-fit-adv-aura-womens-slim-fit-short-sleeve-top-cxwNVF.png;$75;$57.97;23%;Sustainable Materials
Nike Dri-FIT 10K2;Big Kids' (Girls') Running Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/091db246-8dfc-4373-8a0b-ac6510905813/dri-fit-10k2-big-kids-girls-running-shorts-5XMB6D.png;$28;$16.97;39%;Sustainable Materials
Nike ADP Printed Tricot Set;Baby (12-24M) Tracksuit;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f9c8d079-f937-44f2-83f0-0918e9d88f08/adp-printed-tricot-set-baby-12-24m-tracksuit-20StHG.png;$50;$29.97;40%;
Nike Sportswear Phoenix Fleece;Women's Over-Oversized Mock-Neck 3/4-Sleeve Sweatshirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/194d42c4-2129-4521-b3bf-527768323e08/sportswear-phoenix-fleece-womens-over-oversized-mock-neck-3-4-sleeve-sweatshirt-6zk7XX.png;$70;$49.97;29%;
"Nike Dri-FIT ACG ""Goat Rocks""";Men's Long-Sleeve Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/06037765-158a-4128-8a15-a3826561866b/dri-fit-acg-goat-rocks-mens-long-sleeve-top-v8MDcG.png;$55;$35.97;35%;Sustainable Materials
Jordan Flight;Women's Fleece Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/60fb6523-ac1d-428b-9229-a4611c74aa9c/jordan-flight-womens-fleece-hoodie-LKsTC0.png;$90;$62.97;30%;Best Seller
Nike Dri-FIT Fly Crossover;Big Kids' (Girls') Training Shorts (Extended Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0981e061-8bed-45c1-b53d-93bde3c594d5/dri-fit-fly-crossover-big-kids-girls-training-shorts-extended-size-wKQzht.png;$32;$25.97;19%;
Jordan Artist Series by Mia Lee;Women's Fleece Shorts (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/117bc799-e087-4126-8472-f652ea3e70e5/jordan-artist-series-by-mia-lee-womens-fleece-shorts-plus-size-g9zj2V.png;$75;$44.97;40%;
Jordan Gym 23 Shorts Set;Toddler Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/92f71bf9-e85d-4527-9c84-9cfa7c090a3b/jordan-gym-23-shorts-set-toddler-set-xtL1zL.png;$48;$40.97;15%;
Nike Sportswear;Women's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/512bd56f-273b-4809-b2e2-f99471cf08b5/sportswear-womens-t-shirt-7Dgr3q.png;$35;$29.97;14%;
Nike Dri-FIT 10K2;Big Kids' (Girls') Training Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/d12b75aa-42c6-4b8b-b8d3-77aea46386e0/dri-fit-10k2-big-kids-girls-training-shorts-85GMK0.png;$28;$12.97;54%;Sustainable Materials
Nike Repel;Men's Golf Utility Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/416f81a5-5e6f-4d5f-89b1-512a6a282211/repel-mens-golf-utility-pants-MZZd5D.png;$105;$69.97;33%;
Nike Sportswear Color Clash;Women's Fleece Sweatshirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/5db78427-994d-4d20-bc1c-310bda025f71/sportswear-color-clash-womens-fleece-sweatshirt-RkScBW.png;$70;$52.97;24%;
Nike Yoga Luxe;Women's 7/8 Fleece Joggers;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/51ea6bc0-b95e-40da-b57e-8adb0278f2de/yoga-luxe-womens-7-8-fleece-joggers-FStFsr.png;$90;$76.97;14%;
Nike Therma-FIT;Big Kids' (Girls') Cuffed Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/7a50c0a1-739d-41fd-b48c-d071ac0c2804/therma-fit-big-kids-girls-cuffed-pants-45CsM0.png;$42;$35.97;14%;Sustainable Materials
Nike Standard Issue;Men's Dri-FIT Pullover Basketball Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/c383d8e1-72d0-4db3-b16f-a76978e294a3/standard-issue-mens-dri-fit-pullover-basketball-hoodie-vgb6ww.png;$90;$76.97;14%;
Jordan Jumpman Static Knit Romper;Baby (12-24M) Romper;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/fa52ffa4-6d3b-42f1-839a-08ff18cfd5bd/jordan-jumpman-static-knit-romper-baby-12-24m-romper-knnddG.png;$32;$24.97;22%;
Jordan Essentials Ringer Tee;Little Kids' T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e6b81b3f-812b-4cae-8003-5abaf053a296/jordan-essentials-ringer-tee-little-kids-t-shirt-rQL2s7.png;$20;$15.97;20%;
Nike Sportswear Essential;Women's High-Rise Curve Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/968a6e8c-28f4-43cd-9179-f3d073fef979/sportswear-essential-womens-high-rise-curve-pants-mkdVjH.png;$75;$68.97;8%;
Nike;Women's Golf Crew Top;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f8634149-a7e0-4ab8-a4fc-826589a26e53/womens-golf-crew-top-dxn9vn.png;$70;$42.97;39%;Sold Out
UNC;Men's Nike College Long-Sleeve T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/bd0c129d-384b-4b32-8c17-18b77cc1a171/unc-menslong-sleeve-t-shirt-jx9tmD.png;$40;$27.97;30%;
NikeCourt Dri-FIT Advantage;Men's Tennis Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/627e4db7-e8ca-4c00-bc03-c627f5d620ba/nikecourt-dri-fit-advantage-mens-tennis-shorts-9Rstsf.png;$62;$39.97;36%;Sustainable Materials
Nike Sportswear;Men's Long-Sleeve T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/757032eb-2c26-45d7-9bde-361b6546f36a/sportswear-mens-long-sleeve-t-shirt-qwrWHM.png;$35;$28.97;17%;
Tiger Woods;Men's Knit Golf Sweater;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/17232564-bbdb-4938-b7df-f1fef3460353/tiger-woods-mens-knit-golf-sweater-XlMQrh.png;$135;$98.97;27%;
Jordan Baseline Raglan Crew Set;Toddler Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a190583d-8c89-4afe-ade9-a1898efc5e02/jordan-baseline-raglan-crew-set-toddler-set-jKMTWX.png;$50;$32.97;34%;
Nike;Big Kids' (Girls') Spiderback 1-Piece Swimsuit;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/3f3d6eb4-e77a-403d-8c36-b533b3492151/big-kids-girls-spiderback-1-piece-swimsuit-5RvwbF.png;$42;$32.97;22%;
Nike Sportswear;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/4e328fa8-b8ca-4e06-b111-f4dfab411aba/sportswear-mens-t-shirt-L1tpds.png;$35;$20.97;40%;
Nike Sportswear;Women's Varsity Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/c1f06350-37e5-49ee-b458-910c62db84a8/sportswear-womens-varsity-jacket-GJpDMc.png;$80;$54.97;31%;Sustainable Materials
Tottenham Hotspur;Women's Soccer T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/860dd52b-00b3-4a3f-9c6a-0f9c8ce41a51/tottenham-hotspur-womens-soccer-t-shirt-BCDZBc.png;$30;$25.97;13%;
Nike Dri-FIT One Luxe;Women's Slim Fit Tank;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/99b8b1d7-810d-4241-a6b2-20d3bdb3dfbe/dri-fit-one-luxe-womens-slim-fit-tank-1hN3ds.png;$52;$39.97;23%;Sustainable Materials
Jordan Essentials Fleece Set;Toddler Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/6c0cc3b7-65d2-4c05-bb5a-1d1d5095732e/jordan-essentials-fleece-set-toddler-set-Bf913B.png;$55;$37.97;31%;
Nike One;Women's Mid-Rise Training Leggings;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0820cf09-c296-4519-9e86-2356db93b8ea/one-womens-mid-rise-training-leggings-CrKTmk.png;$68;$39.97;41%;
Nike Sportswear Windrunner;Big Kids' (Boys') Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e7c0b7c4-2ff8-406a-afa7-2b805b42f3b1/sportswear-windrunner-big-kids-boys-jacket-wbg87N.png;$65;$55.97;14%;Best Seller
Nike Yoga Dri-FIT;Big Kids' (Girls') Pants (Extended Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/5f55a602-607c-427a-9f73-3dd9ff49b792/yoga-dri-fit-big-kids-girls-pants-extended-size-N7BfZt.png;$50;$32.97;34%;Sustainable Materials
Jordan;Toddler Essentials Printed Dress;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/8b7687af-fd43-48a4-b795-f6cba3081835/jordan-toddler-essentials-printed-dress-C3fKdw.png;$38;$26.97;29%;
Nike Vapor;Women's Flag Football Shorts;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/3d06ff44-12c5-48fb-a046-bc88c16cf318/vapor-womens-flag-football-shorts-KjpMZV.png;$40;$32.97;18%;
Portland Thorns FC 2022 Stadium Home;Men's Nike Dri-FIT Soccer Jersey;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/fe8f1b5a-4246-4bbf-92e1-a055fb84c33e/portland-thorns-fc-2022-stadium-home-mens-dri-fit-soccer-jersey-10ckX2.png;$105;$84.97;19%;Sustainable Materials
Nike DNA;Men's Tearaway Basketball Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/cfa0291e-c8e5-409e-98c0-f738d1ba4411/dna-mens-tearaway-basketball-pants-VjC0dZ.png;$80;$64.97;19%;
Nike College Dri-FIT (Delaware State);Men's Long-Sleeve T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/eaac22c6-5d7b-449f-8e08-beb9b647161c/dri-fit-delaware-state-mens-long-sleeve-t-shirt-s9p9hh.png;$35;$20.97;40%;
Nike Sportswear;Big Kids' (Boys') Amplify Sweatshirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/e6fa614b-228d-437a-87ed-4b074667ef47/sportswear-big-kids-boys-amplify-sweatshirt-xdMpNZ.png;$48;$32.97;31%;
Nike;Men's Premium Basketball Jacket;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/673f9b38-5892-4ad1-a4e1-29c67aef14c8/mens-premium-basketball-jacket-7RlVGj.png;$220;$109.97;50%;
Nike Indy;Women's Light-Support Padded U-Neck Sports Bra (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/f9e4666d-a038-4f99-af91-57d986280f28/indy-womens-light-support-padded-u-neck-sports-bra-plus-size-Kv9qJJ.png;$38;$28.97;24%;Sustainable Materials
Nike Dri-FIT Victory;Men's Golf Polo;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/266680a1-1ff8-4045-82fe-48ba704dcddf/dri-fit-victory-mens-golf-polo-zSMXbf.png;$58;$46.97;19%;Sustainable Materials
Nike Sportswear;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b3fa4882-4baf-4734-9d4c-9b60a4361b8b/sportswear-mens-t-shirt-W5BxV3.png;$35;$22.97;34%;
Nike Sportswear Phoenix Fleece;Women's Oversized Crewneck Sweatshirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/a6f4de37-62a0-4bf0-b1d5-bdb1342e0383/sportswear-phoenix-fleece-womens-oversized-crewneck-sweatshirt-vQxdp7.png;$70;$59.97;14%;Best Seller
Nike;Men's Golf T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/b241fd84-3ddc-422d-b25c-ddfaa3c07b61/mens-golf-t-shirt-dqSWqg.png;$35;$24.97;29%;
Nike Dri-FIT;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1bcff878-2a38-4b3b-88dc-c8ac867684a4/dri-fit-mens-t-shirt-rzzGng.png;$35;$31.97;9%;
Nike Dri-FIT D.Y.E.;Men's Training Tank;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/577b3575-fe5a-42d5-b64d-a7eb7c13d0ad/dri-fit-dye-mens-training-tank-J05Qll.png;$65;$38.97;40%;Sustainable Materials
Nike;Baby (12-24M) Air Hoodie and Pants Set;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/79a6d36d-4305-4113-882a-411c798913d0/baby-12-24m-air-hoodie-and-pants-set-6PBjph.png;$80;$50.97;36%;
Nike;Toddler Dress;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/613b4bc0-2122-44d3-a117-0a0bec09290e/toddler-dress-tlV40z.png;$30;$22.97;23%;
Nike Circa;"Men's 8"" Basketball Shorts";https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/98610ce4-2b20-4dd9-a5d3-9b6d9b0343c2/circa-mens-8-basketball-shorts-tXTd8c.png;$90;$76.97;14%;Sustainable Materials
Nike;Men's Football Belt (Stock);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/4a6a02db-834b-48ba-8f98-dcb994be6610/mens-football-belt-stock-Gk8byp.png;$10;$7.97;20%;
Nike Sportswear;Big Kids' T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/22d2d4e9-9ac6-45fa-81b3-4d5206001679/sportswear-big-kids-t-shirt-7t7QsL.png;$30;$23.97;20%;
Nike Sportswear;Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/db1be41b-edd7-4b37-86e4-414a5cb44737/sportswear-mens-t-shirt-BWbkt7.png;$35;$22.97;34%;
Nike Sportswear Tech Fleece;Men's Utility Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9b74428f-3da5-4d8b-9cb7-b1d01b7a4953/sportswear-tech-fleece-mens-utility-pants-nGfRWl.png;$120;$102.97;14%;
Nike Swoosh;Women's High-Support Non-Padded Adjustable Sports Bra;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/757cd388-681f-4c81-a1b0-6ea04b81cdfc/swoosh-womens-high-support-non-padded-adjustable-sports-bra-pwQf53.png;$60;$44.97;25%;Sustainable Materials
Nike Pro 365;Women's Leggings (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/120ffd97-2b21-403c-bf94-c35ed16f23c6/pro-365-womens-leggings-plus-size-gGfMF3.png;$50;$40.97;18%;Sustainable Materials
Jordan Flight;Women's Fleece Shorts (Plus Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/2a90322b-d231-4d5c-9dcb-5b37cb201405/jordan-flight-womens-fleece-shorts-plus-size-rnnzNw.png;$70;$40.97;41%;
Nike College Stadium (Ohio State);Men's T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/667145c5-6e28-488a-a9f3-b8168e1dd6a2/stadium-ohio-state-mens-t-shirt-B3DMBl.png;$35;$24.97;29%;
Nike Indy Strappy;Women's Light-Support Padded Ribbed Longline Sports Bra;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/1416b675-83d3-48b3-90ad-7f71d3ce330a/indy-strappy-womens-light-support-padded-ribbed-longline-sports-bra-KCLrBT.png;$55;$44.97;18%;
Nike ACG;Men's Allover Print Long-Sleeve T-Shirt;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/9774b010-3395-460f-8dbc-356d9bed867e/acg-mens-allover-print-long-sleeve-t-shirt-dfdQZW.png;$60;$39.97;33%;Sustainable Materials
Nike Therma-FIT Standard Issue;Men's Winterized Full-Zip Basketball Hoodie;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/0f1a3a7d-caef-416e-ae6b-c055c79458f1/therma-fit-standard-issue-mens-winterized-full-zip-basketball-hoodie-910BCJ.png;$110;$82.97;25%;
Brooklyn Fleece Plaid Pants;Little Kids' Pants;https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/aa8abfa8-5fd0-484c-ae62-c1f727803bec/brooklyn-fleece-plaid-pants-little-kids-pants-wcb1zS.png;$50;$32.97;34%;
Nike Sportswear;Big Kids' Tracksuit (Extended Size);https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/7000ba6b-4a6a-420c-9605-7b910668dd11/sportswear-big-kids-tracksuit-extended-size-G9cqCl.png;$65;$52.97;19%;
